"ID","URL","AUTEUR","Presentation_Auteur","Date","Texte_du_Tweet","Nombre_de_retweet","Hashtags_associes"
"974399145111941120","https://twitter.com/BergisJules/status/963762332261339136","BergisJules","immigrant | archivist | doer of things | @DocumentNow https://t.co/s643ifXmdI",,"Meant to give a shout out to #eaw18 during my #libtechconf talk. It's happening March 22nd-24th. Hope folks will be able to follow the livestream. https://t.co/TjC5Sc4NPQ","1","eaw18 libtechconf"
